Air_Temp_Avg,Relative_Humidity_Avg,Wind_Speed_10m_Avg,Heating_kWh,Electricity_kWh,Cooling_kWh,Natural_Gas_kWh,Domestic_Water_m3
7.9,59.9,17.0,6929.05554324,9554.626999998465,4532.6166536451,5719.47402002,0.06177
3.9,80.1,19.6,9079.143374420002,10038.758000001311,4594.3022524587,5600.09336896,0.05638
8.1,58.7,11.5,7533.21991546,9879.503999998793,4849.8953940271,5474.540490740001,6.2204
8.8,60.5,14.4,6915.469421260001,9944.638000000268,4728.452604040501,5562.776672440001,0.77108
10.5,63.0,13.3,6421.160692480001,9780.468000002205,4676.309399266101,5641.254513,0.02984
6.3,78.9,24.0,8044.811991400001,10310.883999999613,4569.320874451901,5615.2072699400005,0.08081
6.6,58.0,14.1,8365.46780348,9833.195000000298,4561.970652016301,5596.4600327200005,5.17668
3.5,63.3,14.9,9782.499492660001,9573.256999999285,4718.2127008547,5578.076684680001,0.0159
3.6,52.9,13.8,9662.52995224,10003.753000000492,4739.8853064812,5565.515563520001,0.07947
5.4,45.5,18.6,8591.009650580001,10286.702999997884,4702.5040915027,5545.99332568,0.09117
7.1,47.5,7.1,7756.061760400001,10119.699999999255,4804.363872591901,5541.2099885200005,5.80778
9.3,43.8,18.9,6398.344007560001,9905.557000003755,5318.6801547563,5547.84610494,0.0356
9.3,52.1,10.3,7430.4087221,9770.534999998286,9503.987075476502,5604.218372260001,0.20506
12.8,44.3,10.0,14636.089486640001,9180.629999998957,7930.9691372013,5678.76287634,0.07208
14.4,41.2,8.0,18308.725758080003,8891.001000002027,8190.7092344102,5772.8657294,5.10872
13.5,54.8,11.2,14677.570075380001,9136.752000000328,7192.872578117001,5754.46849246,0.00441
10.7,72.8,14.0,6597.502500220001,9660.928999997675,4690.8427936274,5719.04346412,0.0274
9.1,86.8,9.0,6495.049640480001,9832.644000001252,4642.1636889004,5635.41561944,0.02097
5.5,89.1,28.3,8611.96244512,9886.199999999255,4563.6411571153,5603.5767050800005,5.06412
4.2,88.8,11.0,9620.141029440001,9841.395999999717,4583.039531238601,5630.154504120001,0.7258
8.9,69.2,9.5,7119.57791788,9331.808999998495,5085.723822634701,5631.5739497,0.00243
12.9,49.7,8.4,15529.7068682,9123.085000002757,7917.9567816933,5699.44067066,0.00418
14.6,44.5,11.4,5716.9212402,9238.222000000998,8529.789531689501,5814.73520734,6.95975
10.2,64.0,17.9,8208.03712198,9609.240999998525,4823.099906097001,5787.37407434,0.07771
10.0,49.2,10.3,8441.778975640002,9658.053999999538,4606.2742056682,5741.0879262,0.00971
12.5,48.2,13.0,5248.268087500001,9528.58199999854,8280.7699742212,5790.23240996,0.04357
14.7,50.9,9.4,5512.1571875,9281.487999999896,8344.8382408339,5870.6158076,5.05421
17.9,51.6,18.2,3663.7529310000004,8908.786000000313,9474.753236244002,5863.71580208,0.06966
14.3,79.5,17.8,6611.38306688,9558.123000003397,7821.0850702155,5820.665767640001,0.57961
12.1,58.1,13.2,7863.339624,9474.70699999854,8009.6294123893,5840.30745002,0.02667
13.9,44.6,13.3,5843.235230140001,9850.28200000152,7928.155654929301,5870.35469628,5.68642
12.6,41.3,15.0,7091.075117300001,9321.639999998733,4714.8453142604,5866.80191566,0.08925
10.5,46.6,9.3,6546.08579242,9907.45199999772,4694.048991133201,5822.546324700001,0.39645
11.3,64.0,12.0,6596.994166480001,9799.014000000432,7807.4279583535,5850.0324578,0.1226
13.3,70.2,12.1,5429.990455100001,9178.515999998897,4857.365775601401,5841.257450780001,5.03599
8.6,84.6,27.7,7948.95358138,9419.147000001743,4473.7064378644,5811.9629829000005,0.00703
10.1,67.8,12.9,7303.03917576,9892.837999999523,4700.2357214209005,5822.8102138,0.16138
11.8,49.5,13.5,6100.418769220001,9958.985000001267,7937.443077137601,5865.24913664,0.6637
16.1,38.5,13.5,4257.84785072,9743.286999998614,9470.1256440487,5902.20472176,5.11809
17.2,40.5,13.2,3157.7247484000004,9579.73600000143,9580.0214338773,5912.2547298,0.02864
18.2,50.5,12.7,4045.8337922200003,9717.475999999791,9045.741150424501,5940.59086358,0.69721
14.8,70.6,15.4,6396.4078949,9356.213999997824,8083.8291458919,5878.071369120001,0.0
13.4,62.7,13.5,5785.965739880001,9917.097000000998,4749.272372853301,5871.29080814,4.70324
13.9,44.5,16.9,5302.226464,10300.57300000079,4818.2407877564,5853.240793700001,0.0084
13.0,50.0,13.7,5982.357563660001,9889.83400000073,4765.8719182581,5870.393585200001,0.68384
11.3,77.8,22.9,6802.474886420001,10133.155999999493,5005.1761697559,5884.24915184,1.0243
11.4,76.2,11.5,7212.54188114,10086.108000000939,8706.215385118801,5893.679714940001,5.39161
14.3,64.2,11.1,4655.406502100001,9918.833999998868,8726.777251390002,5913.69084206,0.12322
17.3,62.6,7.7,3008.7218514200003,9986.180999999866,9555.8137634953,5931.5186341,0.0
15.8,72.1,11.2,5895.132493880001,9920.269000001252,8140.6820027612,5891.004712800001,0.15857
17.4,61.5,8.5,3189.3108847800004,10614.655000001192,9778.2136756755,5930.57974446,5.45852
18.5,55.9,8.8,1578.3095959800003,10677.599999999627,8855.7255914793,5853.771349680001,0.00308
15.0,81.3,12.5,6371.98009758,10794.788999998942,7946.519488175501,5736.78514498,0.69649
16.8,66.6,10.2,3464.52777162,10688.99299999699,9292.931944416001,5754.17960334,12.6031
17.6,61.3,12.1,779.8645127800002,10049.889000000432,8575.2507160679,5777.726844400001,18.72637
13.0,76.4,14.7,7654.217234480001,9608.085000000894,4605.9782038875,5717.36290722,0.80024
10.1,85.0,20.6,7497.764331540001,9708.496000001207,4435.1705228701,5604.112816620001,0.0409
12.7,77.7,19.4,6468.9773974,10265.410000000149,4756.4291683827005,5674.3739839400005,5.43387
11.5,93.3,19.8,7140.63904584,11295.827000001445,4883.7832018512,5681.05732262,5.74713
14.0,65.9,15.7,5594.860031440001,10690.833000000566,9081.6247722353,5678.110098040001,0.08267
15.2,49.0,17.4,5220.35695406,10749.913999998942,8689.349145040302,5718.40179694,0.61447
16.7,48.0,11.3,3316.04154172,10725.546000001952,9741.2368987736,5857.48246376,2.66
14.5,60.8,14.5,6834.3665786,10378.61799999699,8456.6302004854,5771.02128348,4.71047
14.2,63.0,8.3,5252.7903133400005,10317.737000003457,8681.395196200501,5620.42671856,0.03228
16.1,63.8,11.8,3761.0391199400005,11091.651999996975,8683.9243995346,5659.36008304,0.75356
13.1,80.9,15.7,8035.48976172,11506.14300000295,7488.625248407501,5668.268423500001,0.21262
13.0,78.0,28.3,7395.517027520001,11357.557999998331,7159.037523085501,5678.07676468,5.10805
15.1,70.2,11.7,4922.787271560001,11054.516999999061,8966.2807912154,5769.5962823400005,1.33889
16.3,60.9,12.5,3799.5308174,11318.25599999912,8953.9102613507,5742.26570492,0.59344
17.8,51.9,11.7,3639.0195778800003,10674.088000001386,7250.754114442001,5739.671258400001,0.53946
15.6,59.5,14.3,3553.2278425800005,10439.564000001177,8551.555920058401,5685.182325920001,4.82569
13.6,52.0,11.8,6504.813537180001,11396.578999998048,7932.496037476,5694.782333600001,0.75529
16.3,41.8,13.9,4290.5867658,11472.903999999166,9423.580096711301,5649.401741740001,0.75914
16.7,57.2,9.8,3978.9976276400002,11348.852000001818,9483.730003118102,5782.682403920001,0.20442
18.4,61.9,14.7,3471.4666660600005,11158.599000001326,11169.1670731346,5761.3657202,5.78025
16.0,65.1,11.7,5185.6263707200005,11106.455000000075,8998.6915208467,5770.78517218,0.33611
15.8,60.0,9.7,4027.92822234,10533.294999998063,9281.2120323267,5796.579637260001,0.2162
15.5,74.5,8.4,6334.243956280001,10259.907999999821,8278.2173252015,5804.7546438,0.14609
16.7,64.4,9.7,3539.9056097000002,11131.908000001684,9844.3568854638,5795.61852538,6.91228
18.5,66.0,10.5,3698.8029590400006,11241.341999998316,10924.5904730875,5807.5240904600005,0.15609
19.4,74.0,11.8,631.86439438,11402.444000001997,10972.5251772967,5795.35741406,0.87071
17.7,82.5,11.9,1959.6432343800002,11503.978999996558,9961.397747979001,5827.437995280001,0.7151
13.0,85.7,12.5,8770.26812732,11569.066000003368,7906.612000573601,5857.438019280001,5.56245
13.7,65.4,8.2,5945.51308974,10947.325999997556,8969.108927040901,5964.55754942,2.825
16.0,61.0,7.7,4344.467364460001,10595.605999998748,9570.807279436502,6013.05203266,0.09102
19.4,59.0,14.6,3724.08075704,11420.172000002116,10353.227907147602,6026.288154360001,0.55346
22.2,59.8,8.8,2177.2295195600004,11563.819000000134,11466.622486341801,6015.288145560001,6.54338
21.5,74.8,13.4,657.0338589600001,11642.561000000685,8253.8807035487,5956.432542920001,0.36609
21.4,74.8,11.1,411.02810660000006,11658.268000001088,12093.539604310901,6000.9909119,2.49971
21.3,73.9,14.1,795.7367477000001,11359.839999996126,15622.8421033645,6026.232598760001,1.6083
20.9,66.4,16.5,631.5171718800001,10688.748000001535,13509.755728004002,5974.229779380001,5.36296
21.9,62.4,11.9,1616.9096268600001,10681.893999999389,14517.4425029599,5952.33531742,0.01989
19.7,61.2,15.6,1101.49254786,11131.650000002235,9767.668978576901,5928.8575208600005,0.40881
17.9,58.9,10.7,4336.55069146,11639.821999998763,11235.251668708901,5939.54364052,0.355
20.7,53.3,13.1,2822.3661467800002,11446.667999999598,12488.4235640289,5942.593642960001,7.63781
20.5,50.2,12.1,2282.4101592600005,11364.815999999642,12751.976515858501,5883.96581828,0.83773
14.4,60.0,21.4,5930.32141092,11354.805000003427,7683.8604031094,5904.27139008,0.86723
15.2,50.9,17.3,6651.444210040001,10632.611999996006,8105.5896728394,5945.215867280001,2.795
13.8,47.0,12.3,6307.17726796,10750.210000002757,7729.7553326714005,5914.0602868000005,4.71998
18.7,43.4,15.4,3535.6056062600005,11365.575999999419,10670.069971635301,5985.81867754,2.53813
15.7,66.0,14.1,4731.626007520001,11536.713999997824,9100.3901128474,5931.50196742,0.91899
13.8,62.6,16.1,6913.82219772,11543.909000001848,7242.8470569734,5940.51030796,1.03787
14.2,52.6,12.4,5876.968590460001,11121.089999997988,8382.3630606367,5954.97976398,5.53083
15.4,49.3,13.7,4416.6979778,11394.075000001118,9023.338797833701,5913.646397580001,0.91476
18.2,53.2,9.7,4094.7866091600004,10653.887000000104,8414.896880117401,5946.615868400001,0.01067
20.6,45.3,9.8,3601.3806588800003,10580.497999999672,12153.1707749238,5990.01034756,0.01905
22.4,44.5,12.7,566.19767518,11513.156999999657,10610.2043441664,5987.515901120001,4.99233
24.0,39.0,10.2,214.23350472,11853.631000000983,12186.0855867955,5988.435346300001,0.31581
19.2,53.4,14.4,612.3060454,11792.966000001878,12470.127137128802,5977.63255988,2.30471
19.5,66.0,12.4,798.46452766,11640.656999999657,11509.182267127202,5918.21862346,1.52964
18.4,60.9,12.1,4403.02296686,11716.02499999851,11608.835223059301,5999.638133040001,6.2557
18.0,46.5,15.3,2249.6934664200003,11019.072000002488,10274.582285513101,5961.1714356,0.52631
15.5,54.8,7.0,4961.70119158,10875.269999999553,8842.364481398,5984.66034328,0.01216
17.3,54.9,14.9,5341.393162,11617.513999996707,10081.703422214001,5940.151974340001,0.22184
15.9,56.3,12.1,5151.015231920001,11742.348000001162,9107.963069296202,5855.301906460001,5.19817
15.7,55.5,8.3,4412.945197020001,11748.35300000012,9835.4152871181,5869.040806340001,0.75065
13.8,64.2,12.9,6768.94430404,11630.362000001594,7997.9270845642,5952.68809548,0.27771
16.7,48.2,9.9,4125.06718894,11640.309999998659,10094.7685305146,5968.074218900001,0.60951
11.6,64.5,18.5,8110.4981550600005,11159.457000000402,4358.3214268947,5915.9213994,4.79548
11.4,56.3,9.2,8142.8120698,10983.63000000082,7617.6263412894,5814.09076238,0.01781
12.9,49.2,12.4,6294.75781358,11713.423999998719,7559.328644045001,5836.393558,0.29009
17.1,44.0,12.2,4175.7811184,11581.926000000909,8999.723131013101,5913.446397420001,0.67798
13.1,64.2,19.8,7450.939294080001,11668.125999998301,7118.2742679592,5666.3239775,5.32621
13.5,58.7,8.6,5188.77915102,11920.70399999991,9326.805098686602,5733.34903112,1.05152
16.2,53.2,9.9,4941.2261752,11528.64699999988,10222.0141276872,5779.14906776,1.26732
18.9,50.7,10.8,3174.1053170600003,10760.702999999747,11032.2765070483,5791.851855700001,0.03173
11.0,80.9,12.6,8281.23995832,10925.180000003427,4390.9138605894,5789.143520200001,5.99624
5.8,79.0,17.4,11146.7311396,11786.189999999478,3887.8134082739,5842.7963409,0.5911
9.7,64.6,16.0,9194.86568922,12058.668999999762,7368.858824941301,5861.0046888,0.80014
13.7,60.9,6.5,6112.16044528,11713.949999999255,8635.6790399912,5899.804719840001,0.87727
15.7,54.4,5.2,4875.601122700001,11750.621000001207,9622.1357466363,6043.89094622,6.24344
17.2,52.2,10.6,5839.85744966,11490.470999998972,10465.9723477766,6045.74650326,1.04175
12.3,72.5,13.6,7584.331067460001,10784.167999997735,7394.3325623457,5919.52695784,0.05932
10.7,65.3,14.6,8778.465356100001,10901.930000001565,6758.667272937101,5830.887998040001,0.05379
7.7,86.0,14.5,9644.86049366,12108.05199999921,4004.5553382977005,5670.471203040001,5.95648
8.8,79.2,8.6,8747.506998,12200.349000001326,4374.1120961463,5679.2823212,1.71976
11.7,69.9,9.9,7601.93385932,12003.196999998763,8703.2524366011,5816.95187578,0.99438
12.8,65.4,10.3,6563.45525076,10854.585999999195,7398.9220553019,5745.3157073600005,1.39061
12.4,73.6,6.6,6934.16110288,10748.09500000067,8098.6028585306,5849.62412414,5.72107
14.7,63.7,8.2,4901.68725468,9701.972000000998,8024.8398009223,5845.401898540001,2.875
14.6,59.1,13.9,7753.467313880001,9554.129000000656,7544.299959575401,5762.9490548,0.02866
12.5,58.6,7.8,7210.747435260001,10589.502000000328,7862.7802913444,5557.67944614,0.74252
10.3,66.8,11.6,8642.64024744,10825.688999997452,7030.971326916901,5752.6796021400005,5.86242
12.2,58.1,10.5,7382.6420172200005,11834.722000000998,8438.849578668502,5726.18235872,1.95412
15.0,37.2,24.4,7309.339180800001,11862.142000000924,5206.2698151471,5546.796104100001,2.79149
10.9,43.6,12.0,7277.99748906,12134.645000001416,4437.057900560901,5541.043321720001,2.33024
10.7,44.3,18.1,3793.78,11586.389999998733,4558.456729887001,5586.21558008,5.06703
11.0,33.4,13.9,3793.78,11535.0,4324.9054634933,5663.7961977,0.54627
15.2,41.0,18.3,309.5558032,12364.3209999986,9025.5807915192,5782.921293,2.6631
13.4,57.8,15.1,5618.976717400001,12130.412999998778,7676.800321033101,5764.410167080001,1.93611
9.8,47.5,8.6,6892.73329196,12585.316000001505,6030.045701545901,5797.3240823,6.05111
11.2,55.4,9.5,6826.363794420001,12513.131000002846,9199.987385276201,5675.435095900001,1.32997
12.0,60.7,9.9,6487.110745240001,12382.446000000462,7985.415880585901,5594.74336468,1.44523
11.6,60.4,10.2,6884.152729540001,11686.58199999854,7769.5192154490005,5399.854319880001,0.15264
14.5,58.0,12.5,5280.11255742,11401.263000000268,7579.5388250322,5410.7126619,4.70785
13.9,59.6,16.0,4940.617841380001,12364.492999998853,8074.195899821,5365.25151442,1.4064
12.4,55.8,9.8,6700.12202676,12311.616000000387,4506.3164558233,5412.32932986,1.99052
9.7,59.3,11.0,7195.87520114,12626.166000001132,5695.877275399801,5358.32928666,1.09464
9.5,61.8,13.9,8072.7147915000005,12302.474000001326,5442.3649384284,5474.38771284,7.17589
7.2,74.6,12.1,8743.26532794,12681.48999999836,3737.6848219557005,5389.04875568,0.57829
14.7,39.8,21.1,4799.31772834,11402.186999998987,4784.203513686601,5334.4820453600005,0.23864
7.3,43.9,16.4,7668.0339122000005,11584.28200000152,3584.3998602136003,5357.990397500001,2.46
2.6,79.7,10.3,12372.94878724,12037.963999999687,3907.5751905240004,5345.76538772,4.6819
0.1,85.2,11.5,13818.57494374,12746.17199999839,3508.9516439528,5456.71547648,83.41433
1.0,81.3,10.8,13485.849677560002,12640.18200000003,3350.0778169058003,5326.72370582,120.1441
0.3,74.3,11.4,13742.21099376,12648.417999999598,3377.8550929204002,5669.74342468,120.57055
-0.6,83.4,14.2,15111.973200680002,12627.776000004262,3416.0539761842,5602.61837098,124.79572
-6.0,72.8,15.9,19821.44363492,11888.45399999991,3581.4017431675,5605.02948402,117.10605
-7.8,81.9,11.2,22332.506754880003,11846.259999996051,3564.7582371022004,5604.271150080001,118.3996
-5.8,88.6,15.5,21298.20592744,12632.528000002727,3525.9409738807003,5448.9626925,120.50477
-1.8,73.5,13.9,17596.7918552,12558.573999999091,3721.3050798534005,5609.20170958,61.5714
-4.7,84.7,19.6,20545.327547360004,12362.058999998495,3618.8767408884,5601.640592420001,0.92398
-9.2,79.4,9.6,25459.184256220004,12409.619000002742,3600.5275611957004,5579.62113036,2.21167
-10.1,86.7,12.3,25715.4789057,12134.473999997601,3344.1929498202003,5565.5877858,0.22696
-13.1,77.0,11.2,27419.127490840005,11256.155000003055,3431.1354134464004,5463.48492634,6.20716
-11.7,65.4,7.9,26691.757464500002,11380.927999997512,3600.9232071402007,5437.465461080001,0.82259
0.4,58.2,8.2,16174.54905074,12267.781000001356,3697.6659673472004,5149.968008860001,1.77653
8.6,52.0,25.2,9022.91555166,12368.289999997243,3856.3375753559003,5429.551565860001,47.64498
1.9,90.6,9.2,13919.444468880001,12178.691000001505,3328.8917092555002,5355.16261746,125.00909
1.4,83.9,9.6,14068.72792164,12333.991999998689,3204.6412984183003,5360.326510480001,124.34747
5.8,67.0,20.8,10240.02763646,12139.906999999657,3571.8945176567004,5299.4792395800005,122.22664
1.8,57.5,12.6,12949.907582140002,11409.184000000358,3346.5697561979,5222.7764004400005,117.40148
8.7,41.0,15.0,8674.218050480002,11491.012000001967,4014.6223295522004,5502.72940218,126.69141
14.0,28.3,15.1,4825.134415660001,11816.517999999225,8759.9294508284,5341.20705074,50.99846
12.4,27.6,16.5,7563.161606080001,12089.848000001162,3846.2031777553,5479.20160558,7.54706
10.1,50.7,15.7,6528.1468891800005,12015.13000000082,4024.1324857737004,5457.432143720001,2.52362
8.2,71.4,17.2,8525.737376140001,11958.41399999708,4075.0242770792,5158.354126680001,7.38302
0.7,83.2,8.0,14115.061292040002,12084.884999999776,3930.7453893182,5190.054152040001,1.37862
-2.5,89.3,27.4,17593.5696304,11530.878000000492,3781.9444149471,5145.40133854,0.53629
-9.1,73.4,39.0,24361.233377860004,11546.967000002041,3164.3352341612003,5095.5040764000005,0.0959
-6.0,64.3,10.1,21068.597410420003,12313.381999997422,3314.135580881,5258.31531776,74.54247
-1.9,86.1,22.4,18663.24270836,12414.53800000064,3521.9259002217004,5412.30710762,56.25007
-10.3,77.8,14.4,25379.6175259,12061.762000001967,3704.2864428185003,5369.26540652,0.55605
-5.8,59.2,10.2,21746.47850828,12421.221999997273,3775.6551097849,5339.3542714800005,1.53569
-2.9,63.2,8.3,18577.437084160003,12295.707000000402,3745.7442763807003,5275.14588678,5.43094
-2.4,68.0,13.6,18469.178664220002,11591.935000002384,3804.7365520610006,5148.21522968,2.72
-3.2,57.4,12.2,18503.16480252,11632.189999997616,3898.9559703553,5227.565293160001,0.00867
-0.7,54.3,9.1,16601.160503140003,12660.441000003368,3810.5129828507,5326.420927800001,1.23096
-0.6,84.8,13.4,16440.732597020004,12782.3209999986,3676.0490452240006,5221.604177280001,6.91194
-5.4,88.3,10.4,20300.66068496,12769.055999999866,3660.047364802,5106.41519624,1.99125
-10.8,85.7,8.8,27001.8827126,12823.185000000522,3436.8825371291005,5296.04034794,16.53687
-5.3,70.0,10.5,21909.00919386,12448.38599999994,3727.7819505004004,5407.251548020001,4.29861
-0.2,55.0,11.3,17232.62767498,11575.815999999642,3681.9075359133003,5486.79327832,7.19711
-5.9,72.1,5.2,19232.437608160002,11473.632999999449,3639.4503300024003,5450.59047158,5.61
-2.9,66.6,9.7,18318.1952101,12246.94099999778,3342.0828381162005,5482.696052820001,4.02186
-1.9,68.7,9.2,17252.56380204,12619.193000001833,3574.7578220106,5435.65157074,5.72782
-2.0,67.3,14.3,17311.59162704,12662.638000000268,3619.3016939399004,5557.43222372,5.43116
-0.2,63.2,16.9,15461.137368900001,12184.24400000088,3732.1223330471003,5520.2960829,5.21401
5.1,44.1,13.4,10430.6750112,11906.947999998927,3821.3038596481006,5508.626629120001,0.57147
-0.9,62.0,20.7,15740.001480880002,11420.547000000253,3678.9240724207,5460.90436872,0.00738
-1.1,49.9,10.8,16221.243532540002,10621.933000000194,3529.9912160681,5440.098796520001,4.70032
2.4,43.2,16.3,13113.327157320002,11980.31200000085,3657.1078619699,5482.55716382,1.2492
-1.4,51.5,10.9,15933.13219094,12251.346999999136,3760.5004047552,5532.948870800001,3.03802
0.2,56.9,5.0,14435.053214700001,11877.76600000076,3868.6055303461003,5602.39059302,2.47791
4.3,50.5,10.5,11136.40057578,11931.776999996975,3915.4089802251005,5608.2767088400005,17.77502
6.1,43.1,10.6,10654.341856800002,12632.890000002459,4739.4750069832,5625.72116724,0.69428
5.0,38.8,8.0,11838.67058204,11808.393999999389,4784.9860134435,5660.4073061,0.00861
7.2,31.4,19.4,11098.0783229,11590.655999999493,4654.068235763801,5647.0239620600005,0.00708
8.3,41.2,14.4,9580.788220180002,12427.065999999642,5100.5737337516,5680.27676644,9.71319
5.0,65.7,11.5,10525.613976040002,12634.815000003204,4866.4304637965,5667.979534380001,1.46219
-1.4,92.9,7.6,17531.48346962,12690.463999997824,4386.4914181431,5584.807245620001,2.84621
-7.2,82.0,6.7,21754.672959280004,12337.520000001416,3912.1265842411003,5528.48775612,3.93098
-8.7,92.0,12.2,24814.44485154,12467.102999998257,3563.7881718605004,5452.2988062800005,8.61994
-8.8,82.6,16.2,25868.27625016,11649.752000000328,3572.1641430411,5464.17659356,1.38902
-16.2,83.5,15.0,32765.998435,11524.865999998525,3549.9024645639,5399.99598666,0.27389
-9.2,75.6,9.7,26422.91836054,12083.57300000079,4007.8377342817002,5392.8932032,4.5357
-1.8,59.0,10.9,19163.10977492,12043.438000002876,4705.628229108901,5483.834942620001,11.52732
0.8,53.2,12.5,16268.47412588,11987.105999998748,4525.5301951725005,5398.712652300001,7.53721
-2.4,72.6,13.7,18976.329069940002,11832.224999999627,3758.6042349323,5497.39884236,0.05365
-4.3,70.8,13.0,20030.92435806,11748.166000001132,3661.2899861388,5505.762737940001,6.58151
2.2,43.8,20.4,14793.147945620001,11033.872999999672,3925.5551006685005,5577.04057274,8.06942
1.9,50.9,22.2,15126.19821206,10954.484999999404,3782.0118212932002,5582.52113268,0.00803
-1.1,62.9,12.8,18290.025743120004,11238.174999998882,3607.5612668757003,5539.584987220001,0.80988
-7.5,89.3,21.9,23056.726778700002,11046.25500000082,3638.2370157726004,5390.13208988,0.06018
-6.7,63.1,15.2,24923.56438328,11026.764000000432,3645.3498506415003,5391.0126461400005,14.44158
3.9,37.4,22.6,16383.326995540003,10945.199999999255,3798.113145879,5526.77942142,0.01009
-3.4,66.4,8.5,19368.637717120004,10841.245000001043,3512.5886559315004,5518.65441492,1.10969
-5.6,86.3,13.6,21335.978179880003,10697.52199999988,3514.8921945417,5384.12097396,0.26082
-8.9,90.6,6.8,24883.52268458,10502.612999998033,3816.7788423273,5411.004328800001,9.09843
-8.0,78.6,5.7,22668.2264679,10945.469000000507,3666.1930651399,5400.398764760001,0.10792
-10.8,75.0,4.7,25918.26795682,10927.262000000104,3424.9779902657,5367.940405460001,7.84466
-2.6,57.4,8.5,20176.655030200003,10841.671000001952,3717.0819257347007,5362.22095644,0.08845
-5.3,76.0,5.5,20581.949798880003,10807.302999999374,3771.6429668366,5360.590399580001,4.76478
-0.3,58.8,10.9,17538.63347534,10722.503000000492,4003.1163593440006,5403.18765588,2.385
2.3,52.6,17.8,14118.133516720001,10535.381000000983,3655.7157743874004,5423.97378362,0.00548
1.6,52.3,23.8,15294.912235920001,10459.976999998093,3778.6737418059006,5477.9488268000005,0.08925
-1.4,59.7,12.3,18081.41168734,11155.941000001505,3797.6764699847,5442.05157586,4.92025
-0.2,62.6,15.6,16584.66882328,11310.300999999046,4153.5292246001,5424.690450860001,0.96877
-1.1,64.9,7.8,16599.41050174,11505.825999999419,4083.7109035940002,5321.84036858,0.06609
-4.4,67.5,4.9,19187.35146098,11180.621999999508,3710.4702423955005,5379.94041506,1.64105
-9.7,72.4,4.3,22568.04027664,11098.356000000611,3214.6467447481004,5322.4792579800005,25.16255
-7.6,66.5,7.2,22129.29825898,10258.696999998763,3366.4927275365003,5371.9348531000005,2.74195
1.0,53.4,22.3,16640.54664576,9957.897999998182,3501.6541743098005,5393.4209814000005,6.36543
3.4,46.4,16.5,13261.430053580001,10858.66300000064,3736.7411331103003,5406.43210292,4.77796
2.2,58.8,11.0,13972.250066680002,11146.307000001892,3911.6283634221004,5410.14599478,13.63036
2.0,55.6,30.2,15164.564909420002,11204.08400000073,3689.9962974453,5360.068176940001,5.54828
-2.8,47.8,16.3,19832.60475496,11060.665999997407,3476.0573470560003,5391.20709074,2.79432
1.4,50.6,22.6,16286.963029560002,10956.910000002012,3574.0163522035004,5400.395986980001,3.65237
