"Station Name","Date (Local Standard Time)","Air Temp. Min. (°C)","Air Temp. Max. (°C)","Air Temp. Avg. (°C)","Relative Humidity Avg. (%)","Wind Speed 10 m Avg. (km/h)","Heating Degree Days (DD)","Cooling Degree Days (DD)"
"Calgary Int'L CS","01-January-2018","-32.2","-3.6","-18.7","70.2","6.8","26.9","0.0"
"Calgary Int'L CS","02-January-2018","-11.6","0.8","-5.8","66.9","5.9","25.9","0.0"
"Calgary Int'L CS","03-January-2018","-10.1","6.4","-3.7","71.2","4.5","26.0","0.0"
"Calgary Int'L CS","04-January-2018","-12.0","4.0","-6.4","80.3","4.2","26.2","0.0"
"Calgary Int'L CS","05-January-2018","-12.4","9.6","-1.6","70.6","7.3","27.2","0.0"
"Calgary Int'L CS","06-January-2018","-4.0","7.9","3.3","63.6","16.4","25.9","0.0"
"Calgary Int'L CS","07-January-2018","-8.6","3.7","-1.2","65.7","9.8","25.8","0.0"
"Calgary Int'L CS","08-January-2018","-6.2","8.8","1.4","65.8","7.1","25.8","0.0"
"Calgary Int'L CS","09-January-2018","-18.1","-1.8","-10.0","84.5","22.8","27.0","0.0"
"Calgary Int'L CS","10-January-2018","-26.6","-18.0","-21.8","72.6","16.6","26.9","0.0"
"Calgary Int'L CS","11-January-2018","-29.5","-23.1","-25.8","75.6","9.5","27.5","0.0"
"Calgary Int'L CS","12-January-2018","-25.6","-16.7","-21.4","77.0","10.5","26.5","0.0"
"Calgary Int'L CS","13-January-2018","-17.1","1.9","-5.9","74.6","5.3","25.8","0.0"
"Calgary Int'L CS","14-January-2018","-8.8","2.7","-3.5","83.8","9.7","25.7","0.0"
"Calgary Int'L CS","15-January-2018","-10.4","-5.7","-8.6","89.6","19.1","25.5","0.0"
"Calgary Int'L CS","16-January-2018","-11.1","9.0","-0.8","66.3","11.5","25.9","0.0"
"Calgary Int'L CS","17-January-2018","-4.2","4.7","1.3","49.5","12.1","25.2","0.0"
"Calgary Int'L CS","18-January-2018","-5.8","7.1","2.9","59.9","17.4","23.6","0.0"
"Calgary Int'L CS","19-January-2018","-6.0","3.6","-0.7","45.3","16.4","22.6","0.0"
"Calgary Int'L CS","20-January-2018","-6.8","3.8","-1.0","47.2","13.3","23.5","0.0"
"Calgary Int'L CS","21-January-2018","-8.2","4.4","-2.2","57.8","7.8","23.4","0.0"
"Calgary Int'L CS","22-January-2018","-7.3","4.1","-1.0","45.9","13.9","23.4","0.0"
"Calgary Int'L CS","23-January-2018","-10.6","2.8","-4.5","59.4","8.2","24.1","0.0"
"Calgary Int'L CS","24-January-2018","-9.6","5.5","-3.5","70.4","4.8","24.2","0.0"
"Calgary Int'L CS","25-January-2018","-11.3","-5.7","-8.3","89.0","11.7","24.0","0.0"
"Calgary Int'L CS","26-January-2018","-14.6","-9.1","-11.4","71.8","12.3","24.5","0.0"
"Calgary Int'L CS","27-January-2018","-20.6","-14.2","-15.6","84.8","12.5","24.3","0.0"
"Calgary Int'L CS","28-January-2018","-20.4","-15.0","-16.9","76.9","13.8","25.2","0.0"
"Calgary Int'L CS","29-January-2018","-17.6","7.9","-5.5","70.4","11.6","23.7","0.0"
"Calgary Int'L CS","30-January-2018","-6.6","6.7","0.1","58.0","18.8","22.0","0.0"
"Calgary Int'L CS","31-January-2018","-18.9","-4.1","-16.1","79.3","13.5","23.0","0.0"
"Calgary Int'L CS","01-February-2018","-19.2","-11.7","-16.8","79.7","11.1","23.0","0.0"
"Calgary Int'L CS","02-February-2018","-21.5","-18.0","-19.3","81.9","10.6","23.5","0.0"
"Calgary Int'L CS","03-February-2018","-25.4","-18.3","-20.5","78.4","19.3","23.6","0.0"
"Calgary Int'L CS","04-February-2018","-26.2","-8.5","-17.6","78.2","7.5","23.1","0.0"
"Calgary Int'L CS","05-February-2018","-22.0","-12.2","-16.5","66.9","12.4","23.5","0.0"
"Calgary Int'L CS","06-February-2018","-20.7","-10.2","-13.5","61.3","16.3","25.0","0.0"
"Calgary Int'L CS","07-February-2018","-15.4","-9.0","-12.9","80.4","9.6","24.6","0.0"
"Calgary Int'L CS","08-February-2018","-27.9","-15.2","-18.8","81.7","10.0","25.5","0.0"
"Calgary Int'L CS","09-February-2018","-31.6","-11.2","-24.0","72.3","2.8","26.2","0.0"
"Calgary Int'L CS","10-February-2018","-24.2","-4.7","-12.1","65.6","9.2","26.3","0.0"
"Calgary Int'L CS","11-February-2018","-26.4","-7.0","-17.0","79.9","11.9","25.3","0.0"
"Calgary Int'L CS","12-February-2018","-28.9","2.4","-15.4","58.3","12.2","22.9","0.0"
"Calgary Int'L CS","13-February-2018","1.0","9.0","4.9","46.5","32.7","21.8","0.0"
"Calgary Int'L CS","14-February-2018","-14.7","4.0","-5.9","66.6","24.3","23.4","0.0"
"Calgary Int'L CS","15-February-2018","-20.9","-3.6","-13.0","66.4","12.6","22.1","0.0"
"Calgary Int'L CS","16-February-2018","-10.7","-1.7","-4.6","53.9","22.0","23.2","0.0"
"Calgary Int'L CS","17-February-2018","-14.3","-10.1","-12.9","78.7","8.1","23.5","0.0"
"Calgary Int'L CS","18-February-2018","-23.6","-14.1","-17.2","72.4","16.5","23.2","0.0"
"Calgary Int'L CS","19-February-2018","-24.0","-13.5","-18.5","63.4","7.6","22.7","0.0"
"Calgary Int'L CS","20-February-2018","-22.1","-9.9","-14.2","63.0","11.3","23.4","0.0"
"Calgary Int'L CS","21-February-2018","-24.1","-6.5","-15.9","62.7","4.8","23.1","0.0"
"Calgary Int'L CS","22-February-2018","-18.1","-5.1","-11.6","68.6","11.2","24.0","0.0"
"Calgary Int'L CS","23-February-2018","-22.1","-0.0","-10.3","58.5","18.7","24.5","0.0"
"Calgary Int'L CS","24-February-2018","-7.2","-1.0","-4.4","37.8","27.7","25.0","0.0"
"Calgary Int'L CS","25-February-2018","-11.1","0.7","-4.2","45.5","22.5","25.4","0.0"
"Calgary Int'L CS","26-February-2018","-16.0","-0.6","-7.7","51.8","9.8","24.8","0.0"
"Calgary Int'L CS","27-February-2018","-10.5","0.9","-2.7","39.3","24.3","23.3","0.0"
"Calgary Int'L CS","28-February-2018","-11.4","1.5","-4.6","45.9","11.9","23.4","0.0"
"Calgary Int'L CS","01-March-2018","-14.8","-6.1","-9.6","82.8","8.1","24.0","0.0"
"Calgary Int'L CS","02-March-2018","-10.8","-7.5","-9.6","89.8","14.7","23.6","0.0"
"Calgary Int'L CS","03-March-2018","-13.8","-10.0","-11.5","83.2","19.9","23.6","0.0"
"Calgary Int'L CS","04-March-2018","-22.1","-10.3","-14.5","74.5","6.5","24.8","0.0"
"Calgary Int'L CS","05-March-2018","-25.2","-7.6","-17.3","72.2","6.0","25.1","0.0"
"Calgary Int'L CS","06-March-2018","-23.3","-6.8","-15.5","71.6","8.4","25.5","0.0"
"Calgary Int'L CS","07-March-2018","-20.3","-6.1","-13.4","73.5","5.4","24.4","0.0"
"Calgary Int'L CS","08-March-2018","-18.5","-8.3","-11.7","82.9","11.2","23.1","0.0"
"Calgary Int'L CS","09-March-2018","-10.6","5.8","-4.4","72.6","13.4","21.6","0.0"
"Calgary Int'L CS","10-March-2018","-12.8","3.9","-4.5","68.1","8.3","21.0","0.0"
"Calgary Int'L CS","11-March-2018","-13.4","3.6","-4.9","67.1","4.0","19.4","0.0"
"Calgary Int'L CS","12-March-2018","-13.4","6.4","-3.6","65.6","7.5","18.2","0.0"
"Calgary Int'L CS","13-March-2018","-10.9","7.4","-2.3","61.7","4.9","18.6","0.0"
"Calgary Int'L CS","14-March-2018","-11.0","2.5","-4.7","76.6","5.4","18.9","0.0"
"Calgary Int'L CS","15-March-2018","-8.1","-2.4","-4.4","88.1","16.3","19.5","0.0"
"Calgary Int'L CS","16-March-2018","-11.5","3.7","-4.3","80.8","6.0","20.4","0.0"
"Calgary Int'L CS","17-March-2018","-3.9","0.7","-1.3","87.3","8.1","19.8","0.0"
"Calgary Int'L CS","18-March-2018","-4.6","-0.4","-2.9","87.6","13.2","19.0","0.0"
"Calgary Int'L CS","19-March-2018","-7.6","5.4","-2.2","71.6","6.5","18.5","0.0"
"Calgary Int'L CS","20-March-2018","-7.2","5.9","0.2","62.7","7.9","18.3","0.0"
"Calgary Int'L CS","21-March-2018","-5.3","3.0","-1.0","69.4","6.8","18.5","0.0"
"Calgary Int'L CS","22-March-2018","-7.8","-1.8","-5.1","91.3","7.6","18.9","0.0"
"Calgary Int'L CS","23-March-2018","-9.6","5.6","-0.3","58.2","15.7","19.7","0.0"
"Calgary Int'L CS","24-March-2018","-5.8","2.3","-1.8","67.2","9.7","19.9","0.0"
"Calgary Int'L CS","25-March-2018","-10.1","4.2","-2.2","54.6","11.8","18.1","0.0"
"Calgary Int'L CS","26-March-2018","-5.7","5.5","1.0","41.5","17.7","17.7","0.0"
"Calgary Int'L CS","27-March-2018","-1.7","8.3","3.0","60.3","18.9","16.8","0.0"
"Calgary Int'L CS","28-March-2018","-3.9","2.7","-0.6","76.1","8.9","16.9","0.0"
"Calgary Int'L CS","29-March-2018","-8.6","-2.6","-6.3","89.2","11.7","16.6","0.0"
"Calgary Int'L CS","30-March-2018","-13.0","-8.0","-10.6","86.2","15.0","16.1","0.0"
"Calgary Int'L CS","31-March-2018","-20.0","-9.9","-13.7","75.0","10.0","16.2","0.0"
"Calgary Int'L CS","01-April-2018","-16.1","-7.1","-11.2","70.8","8.3","17.1","0.0"
"Calgary Int'L CS","02-April-2018","-12.6","-5.9","-9.5","59.3","10.0","17.4","0.0"
"Calgary Int'L CS","03-April-2018","-15.8","-5.4","-9.8","69.0","8.3","17.4","0.0"
"Calgary Int'L CS","04-April-2018","-12.8","-0.2","-8.7","75.9","15.5","17.1","0.0"
"Calgary Int'L CS","05-April-2018","-13.6","-7.4","-10.2","63.2","14.3","17.0","0.0"
"Calgary Int'L CS","06-April-2018","-16.0","-10.5","-13.1","80.6","22.9","16.2","0.0"
"Calgary Int'L CS","07-April-2018","-15.0","-9.1","-11.8","86.0","12.7","15.8","0.0"
"Calgary Int'L CS","08-April-2018","-9.4","-5.0","-7.2","81.3","10.1","14.8","0.0"
"Calgary Int'L CS","09-April-2018","-6.9","5.1","-0.4","70.5","8.1","15.0","0.0"
"Calgary Int'L CS","10-April-2018","-4.3","8.4","2.5","64.7","7.4","15.2","0.0"
"Calgary Int'L CS","11-April-2018","-6.3","7.3","0.8","77.8","11.5","14.5","0.0"
"Calgary Int'L CS","12-April-2018","-3.9","-1.9","-3.2","94.5","15.0","14.5","0.0"
"Calgary Int'L CS","13-April-2018","-3.7","7.6","0.6","77.3","12.4","14.5","0.0"
"Calgary Int'L CS","14-April-2018","-4.4","10.4","3.0","64.0","8.3","14.9","0.0"
"Calgary Int'L CS","15-April-2018","-2.5","8.3","2.2","71.8","12.1","15.4","0.0"
"Calgary Int'L CS","16-April-2018","-1.6","1.2","-0.1","87.3","18.1","14.1","0.0"
"Calgary Int'L CS","17-April-2018","-5.2","3.6","-0.5","83.1","7.7","12.8","0.0"
"Calgary Int'L CS","18-April-2018","-4.7","8.4","2.4","57.0","12.5","13.3","0.0"
"Calgary Int'L CS","19-April-2018","-5.6","9.8","3.2","63.1","9.9","12.8","0.0"
"Calgary Int'L CS","20-April-2018","-1.1","12.5","6.5","47.0","11.6","11.6","0.0"
"Calgary Int'L CS","21-April-2018","1.4","14.8","7.1","47.0","17.9","10.7","0.0"
"Calgary Int'L CS","22-April-2018","-0.4","11.5","5.6","38.5","15.1","11.2","0.0"
"Calgary Int'L CS","23-April-2018","-1.8","13.2","6.4","46.7","13.3","11.8","0.0"
"Calgary Int'L CS","24-April-2018","-1.2","21.0","10.8","31.9","9.8","11.9","0.0"
"Calgary Int'L CS","25-April-2018","3.3","14.6","9.0","42.0","17.5","12.1","0.0"
"Calgary Int'L CS","26-April-2018","0.8","21.3","11.9","41.4","7.8","12.0","0.0"
"Calgary Int'L CS","27-April-2018","2.5","22.9","13.4","43.9","17.6","11.1","0.0"
"Calgary Int'L CS","28-April-2018","1.2","26.3","16.0","33.8","9.3","11.6","0.0"
"Calgary Int'L CS","29-April-2018","2.1","17.6","7.1","73.7","26.8","11.8","0.0"
"Calgary Int'L CS","30-April-2018","1.6","13.2","6.5","71.3","7.7","12.2","0.0"
"Calgary Int'L CS","01-May-2018","4.6","13.2","8.4","50.0","19.6","11.4","0.0"
"Calgary Int'L CS","02-May-2018","-1.0","20.3","11.0","42.5","14.5","10.6","0.0"
"Calgary Int'L CS","03-May-2018","2.0","22.1","13.4","35.6","17.2","11.1","0.0"
"Calgary Int'L CS","04-May-2018","7.0","21.2","14.8","40.7","13.2","10.3","0.0"
"Calgary Int'L CS","05-May-2018","4.9","20.8","13.0","51.8","7.6","10.3","0.0"
"Calgary Int'L CS","06-May-2018","4.1","24.1","15.0","42.5","6.4","10.3","0.0"
"Calgary Int'L CS","07-May-2018","8.4","23.9","17.0","34.2","14.5","10.7","0.0"
"Calgary Int'L CS","08-May-2018","12.2","23.0","16.9","38.4","19.1","10.0","0.0"
"Calgary Int'L CS","09-May-2018","4.5","13.8","7.4","66.8","14.7","10.5","0.0"
"Calgary Int'L CS","10-May-2018","2.3","10.0","5.7","81.6","10.2","10.7","0.0"
"Calgary Int'L CS","11-May-2018","3.3","16.6","8.6","67.3","16.4","9.6","0.0"
"Calgary Int'L CS","12-May-2018","2.8","22.1","13.8","44.0","7.9","8.2","0.1"
"Calgary Int'L CS","13-May-2018","7.5","23.4","16.5","34.8","15.7","8.3","0.0"
"Calgary Int'L CS","14-May-2018","7.2","27.8","18.2","31.8","11.2","7.5","0.0"
"Calgary Int'L CS","15-May-2018","10.7","28.4","21.5","24.2","10.5","7.5","0.1"
"Calgary Int'L CS","16-May-2018","12.3","25.3","18.8","34.0","26.2","7.3","0.1"
"Calgary Int'L CS","17-May-2018","6.1","12.3","8.2","85.3","22.9","7.5","0.1"
"Calgary Int'L CS","18-May-2018","5.7","15.4","9.2","64.9","13.3","7.7","0.1"
"Calgary Int'L CS","19-May-2018","4.1","16.6","10.7","57.2","24.4","8.0","0.0"
"Calgary Int'L CS","20-May-2018","3.3","24.4","14.1","54.2","13.6","8.6","0.0"
"Calgary Int'L CS","21-May-2018","8.8","23.2","16.6","41.2","11.0","8.7","0.0"
"Calgary Int'L CS","22-May-2018","9.2","25.8","17.8","44.3","9.9","8.6","0.0"
"Calgary Int'L CS","23-May-2018","8.2","26.8","18.7","40.5","10.4","7.5","0.1"
"Calgary Int'L CS","24-May-2018","10.9","27.2","20.2","37.1","15.4","7.7","0.1"
"Calgary Int'L CS","25-May-2018","8.0","27.5","19.1","41.8","7.7","6.8","0.0"
"Calgary Int'L CS","26-May-2018","9.4","23.1","16.9","44.4","17.2","7.2","0.0"
"Calgary Int'L CS","27-May-2018","8.3","24.6","17.3","40.5","13.3","6.7","0.0"
"Calgary Int'L CS","28-May-2018","9.5","29.3","20.7","32.7","12.4","6.4","0.1"
"Calgary Int'L CS","29-May-2018","8.3","17.3","11.6","51.1","19.2","6.5","0.0"
"Calgary Int'L CS","30-May-2018","6.3","16.0","9.9","65.3","13.4","5.9","0.0"
"Calgary Int'L CS","31-May-2018","5.8","8.1","6.8","89.4","10.6","5.3","0.0"
"Calgary Int'L CS","01-June-2018","6.0","15.4","9.4","81.6","7.9","5.2","0.0"
"Calgary Int'L CS","02-June-2018","3.3","21.0","13.4","51.5","15.0","5.3","0.1"
"Calgary Int'L CS","03-June-2018","4.6","23.4","15.0","51.7","15.0","5.3","0.0"
"Calgary Int'L CS","04-June-2018","6.3","19.6","15.6","47.3","17.4","5.1","0.0"
"Calgary Int'L CS","05-June-2018","2.8","19.8","11.7","45.2","10.1","5.0","0.0"
"Calgary Int'L CS","06-June-2018","4.0","23.2","16.0","32.7","10.6","6.2","0.1"
"Calgary Int'L CS","07-June-2018","7.7","25.9","17.9","34.7","9.2","6.2","0.2"
"Calgary Int'L CS","08-June-2018","9.8","27.3","20.2","31.3","12.8","5.9","0.3"
"Calgary Int'L CS","09-June-2018","12.5","26.2","18.7","41.5","16.6","5.8","0.1"
"Calgary Int'L CS","10-June-2018","5.2","12.8","9.0","80.0","18.2","5.8","0.0"
"Calgary Int'L CS","11-June-2018","5.0","17.0","11.0","42.3","24.9","5.4","0.0"
"Calgary Int'L CS","12-June-2018","8.5","19.6","14.4","24.6","26.9","5.4","0.1"
"Calgary Int'L CS","13-June-2018","10.4","22.3","16.2","32.0","13.9","4.7","0.1"
"Calgary Int'L CS","14-June-2018","7.5","12.9","10.3","74.5","17.4","5.7","0.0"
"Calgary Int'L CS","15-June-2018","4.9","17.1","11.6","66.5","10.0","5.9","0.0"
"Calgary Int'L CS","16-June-2018","8.9","15.8","11.2","79.0","18.4","5.2","0.0"
"Calgary Int'L CS","17-June-2018","3.9","21.4","13.9","56.8","9.0","5.2","0.0"
"Calgary Int'L CS","18-June-2018","6.7","21.7","15.5","54.6","9.1","5.3","0.1"
"Calgary Int'L CS","19-June-2018","8.0","24.4","17.4","47.2","10.6","4.7","0.0"
"Calgary Int'L CS","20-June-2018","9.1","26.3","18.7","51.1","15.8","4.2","0.1"
"Calgary Int'L CS","21-June-2018","10.5","25.9","18.6","56.1","11.1","3.7","0.1"
"Calgary Int'L CS","22-June-2018","9.6","24.2","16.0","69.4","13.7","3.7","0.1"
"Calgary Int'L CS","23-June-2018","12.5","20.6","15.2","82.1","20.8","3.8","0.0"
"Calgary Int'L CS","24-June-2018","10.9","24.9","19.0","60.3","10.0","4.3","0.0"
"Calgary Int'L CS","25-June-2018","11.6","27.4","19.6","47.8","21.4","3.6","0.2"
"Calgary Int'L CS","26-June-2018","8.6","20.0","15.1","29.0","28.4","3.8","0.5"
"Calgary Int'L CS","27-June-2018","6.9","23.2","16.2","31.5","18.2","3.4","0.4"
"Calgary Int'L CS","28-June-2018","9.3","19.2","13.8","57.6","12.1","3.0","0.4"
"Calgary Int'L CS","29-June-2018","9.3","19.1","13.2","69.4","9.8","3.1","0.3"
"Calgary Int'L CS","30-June-2018","6.2","21.5","14.3","57.8","10.3","3.1","0.3"
"Calgary Int'L CS","01-July-2018","7.6","21.2","13.7","60.2","11.0","2.8","0.2"
"Calgary Int'L CS","02-July-2018","5.6","15.7","10.3","75.5","13.2","3.2","0.3"
"Calgary Int'L CS","03-July-2018","8.0","15.6","10.7","72.7","21.6","2.9","0.6"
"Calgary Int'L CS","04-July-2018","9.2","19.2","13.4","69.6","14.3","3.1","0.4"
"Calgary Int'L CS","05-July-2018","8.3","25.6","17.7","59.4","19.8","3.5","0.3"
"Calgary Int'L CS","06-July-2018","12.1","32.9","23.1","46.3","13.3","3.1","0.4"
"Calgary Int'L CS","07-July-2018","10.7","24.6","18.9","44.1","16.9","2.7","0.3"
"Calgary Int'L CS","08-July-2018","6.2","24.2","16.4","53.0","11.6","2.2","0.5"
"Calgary Int'L CS","09-July-2018","8.9","27.7","19.4","48.2","10.0","2.0","0.8"
"Calgary Int'L CS","10-July-2018","9.6","21.6","15.8","69.2","10.2","2.5","0.6"
"Calgary Int'L CS","11-July-2018","12.0","25.2","18.9","47.0","12.6","2.4","0.5"
"Calgary Int'L CS","12-July-2018","9.3","26.5","18.9","51.9","9.6","1.6","0.7"
"Calgary Int'L CS","13-July-2018","9.7","31.6","20.0","54.9","15.2","1.9","0.8"
"Calgary Int'L CS","14-July-2018","7.7","21.0","14.2","57.6","19.0","2.4","0.5"
"Calgary Int'L CS","15-July-2018","6.3","25.9","17.2","43.9","9.7","2.7","0.5"
"Calgary Int'L CS","16-July-2018","9.5","30.2","21.1","37.8","9.9","2.6","0.6"
"Calgary Int'L CS","17-July-2018","12.1","30.9","23.0","40.2","9.9","2.3","0.8"
"Calgary Int'L CS","18-July-2018","13.6","24.4","18.3","67.0","15.1","2.1","0.9"
"Calgary Int'L CS","19-July-2018","11.7","26.0","18.8","60.4","11.7","2.2","0.6"
"Calgary Int'L CS","20-July-2018","9.8","29.6","18.4","61.6","15.6","1.9","0.4"
"Calgary Int'L CS","21-July-2018","7.3","24.0","15.1","54.0","16.0","1.7","0.5"
"Calgary Int'L CS","22-July-2018","9.7","22.6","16.2","50.7","20.2","1.5","0.7"
"Calgary Int'L CS","23-July-2018","9.0","22.7","14.7","69.0","12.7","1.3","0.8"
"Calgary Int'L CS","24-July-2018","11.3","15.3","13.0","85.2","10.2","1.9","0.5"
"Calgary Int'L CS","25-July-2018","8.2","21.8","15.6","67.7","8.6","2.0","0.7"
"Calgary Int'L CS","26-July-2018","10.0","24.3","15.9","64.3","11.1","1.6","0.4"
"Calgary Int'L CS","27-July-2018","8.9","22.4","15.7","63.6","7.6","1.6","0.8"
"Calgary Int'L CS","28-July-2018","7.4","25.4","17.5","53.0","5.4","1.2","0.8"
"Calgary Int'L CS","29-July-2018","9.3","28.5","19.7","45.2","7.3","1.2","1.0"
"Calgary Int'L CS","30-July-2018","10.4","32.1","20.7","50.2","12.0","1.4","1.0"
"Calgary Int'L CS","31-July-2018","10.9","25.9","19.2","66.8","13.8","1.8","0.8"
"Calgary Int'L CS","01-August-2018","13.2","29.1","20.1","63.6","13.8","2.0","0.8"
"Calgary Int'L CS","02-August-2018","12.4","22.5","17.3","68.0","9.7","1.9","0.7"
"Calgary Int'L CS","03-August-2018","10.7","24.6","17.1","56.7","11.0","2.2","0.6"
"Calgary Int'L CS","04-August-2018","13.1","17.4","14.7","72.9","12.2","2.0","0.4"
"Calgary Int'L CS","05-August-2018","10.5","23.5","17.2","63.5","6.1","1.7","0.8"
"Calgary Int'L CS","06-August-2018","9.9","29.0","20.7","43.7","11.7","1.7","0.7"
